Probe,chrom,chromStart,chromEnd,s,v,d,tss,g
PADI4,1,17305697,17310697,+,-2.7347236,5000,17308197,1017308197
PADI6,1,17369696,17374696,+,-3.2201505,5000,17372196,1017372196
RP1-20B21.4,1,17404260,17409260,+,-2.2201502,5000,17406760,1017406760
RCC2,1,17437224,17442224,-,0.26527643,5000,17439724,1017439724
ARHGEF10L,1,17537335,17542335,+,-1.6351879,5000,17539835,1017539835
RP11-473A10.2,1,17715187,17720187,+,-2.1497612,5000,17717687,1017717687
ACTL8,1,17752813,17757813,+,-2.6351879,5000,17755313,1017755313
RP11-174G17.2,1,18063157,18068157,+,-4.5420785,5000,18065657,1018065657
IGSF2,1,18105246,18110246,+,0.4237058,5000,18107746,1018107746
RP11-174G17.3,1,18106889,18111889,+,0.76170224,5000,18109389,1018109389
RP11-174G17,1,18176846,18181846,-,-2.8416388,5000,18179346,1018179346
RP11-422P22.,1,18383329,18388329,+,-3.2201505,5000,18385829,1018385829
KLHDC7A,1,18478482,18483482,+,-3.3721535,5000,18480982,1018480982
PAX7,1,18628506,18633506,+,2.632847,5000,18631006,1018631006
TAS1R2,1,18857182,18862182,-,-2.7347236,5000,18859682,1018859682
ALDH4A,1,18900281,18905281,-,-1.8982222,5000,18902781,1018902781
RP13-279N23.2,1,18918621,18923621,-,-2.4546156,5000,18921121,1018921121
IFFO2,1,18954186,18959186,-,0.25233737,5000,18956686,1018956686
RP5-1126H10.2,1,19073011,19078011,-,-3.3721535,5000,19075511,1019075511
UBR4,1,19207776,19212776,-,-0.56479853,5000,19210276,1019210276
RP1-43E13.2,1,19208001,19213001,+,-0.5420785,5000,19210501,1019210501
MRTO4,1,19249039,19254039,+,-0.98748964,5000,19251539,1019251539
AKR7A3,1,19286750,19291750,-,-1.8982222,5000,19289250,1019289250
AKR7A2,1,19309646,19314646,-,-1.3721535,5000,19312146,1019312146
PQLC2,1,19309826,19314826,+,-1.3721535,5000,19312326,1019312326
CAPZB,1,19417251,19422251,-,-2.8416388,5000,19419751,1019419751
RP5-1056L3.,1,19594332,19599332,-,-1.294151,5000,19596832,1019596832
MINOS1-NBL,1,19594479,19599479,+,-1.294151,5000,19596979,1019596979
MINOS,1,19594490,19599490,+,-1.294151,5000,19596990,1019596990
NBL,1,19641663,19646663,+,1.1993885,5000,19644163,1019644163
HTR6,1,19662787,19667787,+,0.9497746,5000,19665287,1019665287
TMCO4,1,19797417,19802417,-,-0.8982223,5000,19799917,1019799917
RP11-91K11.2,1,19811867,19816867,+,-3.0826468,5000,19814367,1019814367
RNF186,1,19812778,19817778,-,-3.9571161,5000,19815278,1019815278
OTUD3,1,19880013,19885013,+,-1.4127955,5000,19882513,1019882513
PLA2G2E,1,19921117,19926117,-,-2.5420785,5000,19923617,1019923617
PLA2G5,1,20067708,20072708,+,-3.5420787,5000,20070208,1020070208
PLA2G2D,1,20117057,20122057,-,-2.7347236,5000,20119557,1020119557
PLA2G2F,1,20136826,20141826,+,-3.7347236,5000,20139326,1020139326
RP3-340N1.2,1,20151838,20156838,+,-2.6351879,5000,20154338,1020154338
PLA2G2C,1,20174924,20179924,-,-2.0826468,5000,20177424,1020177424
UBXN,1,20183585,20188585,+,-0.8416388,5000,20186085,1020186085
RP3-340N1.6,1,20240595,20245595,+,-2.294151,5000,20243095,1020243095
RP4-745E8.2,1,20320687,20325687,-,-3.5420787,5000,20323187,1020323187
RP4-749H3.2,1,20410753,20415753,-,-3.0826468,5000,20413253,1020413253
LINC0114,1,20426282,20431282,-,-2.5420785,5000,20428782,1020428782
CAMK2N,1,20483720,20488720,-,1.6076688,5000,20486220,1020486220
MUL,1,20505661,20510661,-,-1.4127955,5000,20508161,1020508161
FAM43B,1,20549939,20554939,+,0.7888384,5000,20552439,1020552439
CDA,1,20586448,20591448,+,-1.4976845,5000,20588948,1020588948
PINK,1,20630955,20635955,+,-0.73472357,5000,20633455,1020633455
DDOST,1,20659007,20664007,-,-0.95711595,5000,20661507,1020661507
KIF17,1,20714991,20719991,-,-1.3326252,5000,20717491,1020717491
SH2D5,1,20730140,20735140,-,-0.2566763,5000,20732640,1020732640
RP5-930J4.2,1,20730380,20735380,+,-0.3132598,5000,20732880,1020732880
RP5-930J4.4,1,20740487,20745487,+,-3.2201505,5000,20742987,1020742987
HP1BP3,1,20784188,20789188,-,-0.2566763,5000,20786688,1020786688
EIF4G3,1,21048494,21053494,-,-2.0185165,5000,21050994,1021050994
RP3-329E20.2,1,21263582,21268582,+,-5.5420785,5000,21266082,1021266082
RP5-1071N3.,1,21290790,21295790,+,-2.9571161,5000,21293290,1021293290
ECE,1,21343004,21348004,-,-0.68409747,5000,21345504,1021345504
RP11-293F5.,1,21413398,21418398,+,-1.4546157,5000,21415898,1021415898
NBPF3,1,21437637,21442637,+,-1.3326252,5000,21440137,1021440137
ALPL,1,21506872,21511872,+,-1.4976845,5000,21509372,1021509372
RP11-63N8.3,1,21583972,21588972,+,-2.3721535,5000,21586472,1021586472
RAP1GAP,1,21666806,21671806,-,-0.58788216,5000,21669306,1021669306
USP48,1,21781106,21786106,-,-0.58788216,5000,21783606,1021783606
LDLRAD2,1,21809765,21814765,+,-1.0826468,5000,21812265,1021812265
HSPG2,1,21934797,21939797,-,-1.2566763,5000,21937297,1021937297
CELA3B,1,21974521,21979521,+,-2.5420785,5000,21977021,1021977021
CELA3A,1,21999156,22004156,+,-1.8416387,5000,22001656,1022001656
RP1-224A6.3,1,22022468,22027468,-,-0.8982223,5000,22024968,1022024968
LINC00339,1,22023034,22028034,+,-0.95711595,5000,22025534,1022025534
CDC42,1,22050168,22055168,+,-0.7607187,5000,22052668,1022052668
CDC42-IT,1,22056697,22061697,+,-2.0826468,5000,22059197,1022059197
RP1-224A6.9,1,22098113,22103113,+,-1.7871909,5000,22100613,1022100613
WNT4,1,22140466,22145466,-,0.17216703,5000,22142966,1022142966
RP11-415K20.2,1,22363982,22368982,-,-2.7347236,5000,22366482,1022366482
ZBTB4,1,22449367,22454367,+,-0.73472357,5000,22451867,1022451867
ZBTB40-IT,1,22514974,22519974,+,-1.7347237,5000,22517474,1022517474
EPHA8,1,22561064,22566064,+,-0.09913499,5000,22563564,1022563564
C1QA,1,22634006,22639006,+,-2.3721535,5000,22636506,1022636506
C1QC,1,22641133,22646133,+,-2.8416388,5000,22643633,1022643633
C1QB,1,22650481,22655481,+,-2.4546156,5000,22652981,1022652981
EPHB2,1,22708465,22713465,+,0.35273927,5000,22710965,1022710965
RP11-69E9.,1,22834349,22839349,-,-3.9571161,5000,22836849,1022836849
RP1-74M1.3,1,22914182,22919182,+,-2.6351879,5000,22916682,1022916682
LACTBL,1,22962838,22967838,-,-2.0185165,5000,22965338,1022965338
C1orf234,1,23013350,23018350,-,-2.9571161,5000,23015850,1023015850
KDM1A,1,23016948,23021948,+,-0.70918846,5000,23019448,1023019448
RP1-184J9.2,1,23085558,23090558,-,-3.7347236,5000,23088058,1023088058
LUZP,1,23166317,23171317,-,-0.2201504,5000,23168817,1023168817
HTR1D,1,23192229,23197229,-,-2.2201502,5000,23194729,1023194729
LINC01355,1,23284252,23289252,-,-2.3721535,5000,23286752,1023286752
HNRNPR,1,23341762,23346762,-,-0.5420785,5000,23344262,1023344262
ZNF436,1,23366942,23371942,-,0.13034685,5000,23369442,1023369442
RP5-1057J7.7,1,23376529,23381529,-,-2.5420785,5000,23379029,1023379029
TCEA3,1,23422240,23427240,-,0.18584196,5000,23424740,1023424740
ASAP3,1,23481678,23486678,-,-1.3326252,5000,23484178,1023484178
E2F2,1,23528720,23533720,-,-0.95711595,5000,23531220,1023531220
RP1-150O5.3,1,23548415,23553415,-,-1.957116,5000,23550915,1023550915
ID3,1,23557294,23562294,-,-0.787191,5000,23559794,1023559794
MDS2,1,23624834,23629834,+,-1.1845264,5000,23627334,1023627334
RPL,1,23689279,23694279,+,-1.0826468,5000,23691779,1023691779
TCEB3,1,23740655,23745655,+,-1.3721535,5000,23743155,1023743155
PITHD,1,23775905,23780905,+,-1.0185165,5000,23778405,1023778405
LYPLA2,1,23788470,23793470,+,-0.814158,5000,23790970,1023790970
GALE,1,23797902,23802902,-,-0.95711595,5000,23800402,1023800402
HMGCL,1,23836120,23841120,-,-0.787191,5000,23838620,1023838620
FUCA,1,23865794,23870794,-,-1.4127955,5000,23868294,1023868294
RP11-4M23.3,1,23904611,23909611,+,-2.0826468,5000,23907111,1023907111
CNR2,1,23910862,23915862,-,-3.2201505,5000,23913362,1023913362
PNRC2,1,23957312,23962312,+,-0.5420785,5000,23959812,1023959812
SRSF,1,23977819,23982819,-,0.01251036,5000,23980319,1023980319
RP11-293P20.2,1,24038335,24043335,+,-1.5878822,5000,24040835,1024040835
RP11-293P20.4,1,24064274,24069274,+,-2.2201502,5000,24066774,1024066774
MYOM3,1,24109675,24114675,-,-3.3721535,5000,24112175,1024112175
IL22RA,1,24140621,24145621,-,-3.7347236,5000,24143121,1024143121
RP11-10N16.2,1,24197740,24202740,+,-1.294151,5000,24200240,1024200240
GRHL3,1,24317066,24322066,+,-1.5878822,5000,24319566,1024319566
STPG,1,24411225,24416225,-,-0.787191,5000,24413725,1024413725
NIPAL3,1,24413303,24418303,+,-1.3326252,5000,24415803,1024415803
RCAN3,1,24500397,24505397,+,-0.70918846,5000,24502897,1024502897
RP4-594I10.3,1,24553524,24558524,-,-1.6840974,5000,24556024,1024556024
NCMAP,1,24553611,24558611,+,-1.7347237,5000,24556111,1024556111
SRRM,1,24640512,24645512,+,-0.35225394,5000,24643012,1024643012
CLIC4,1,24742857,24747857,+,-0.2201504,5000,24745357,1024745357
RUNX3,1,24927377,24932377,-,2.2094655,5000,24929877,1024929877
RP11-84D1.,1,24958845,24963845,+,-3.0826468,5000,24961345,1024961345
RP11-84D1.2,1,24968365,24973365,-,-2.4546156,5000,24970865,1024970865
RP4-799D16.,1,25110619,25115619,-,-3.5420787,5000,25113119,1025113119
RP4-706G24.,1,25205639,25210639,+,-1.6840974,5000,25208139,1025208139
SYF2,1,25229993,25234993,-,-1.0826468,5000,25232493,1025232493
RSRP,1,25245019,25250019,-,-0.18452649,5000,25247519,1025247519
RP3-465N24.6,1,25245337,25250337,+,-0.2566763,5000,25247837,1025247837
TMEM50A,1,25335417,25340417,+,-0.7607187,5000,25337917,1025337917
RHCE,1,25418345,25423345,-,-2.3721535,5000,25420845,1025420845
TMEM57,1,25428420,25433420,+,-0.51971066,5000,25430920,1025430920
LDLRAP,1,25541080,25546080,+,-1.2201505,5000,25543580,1025543580
RP11-70P17.,1,25578978,25583978,+,-2.3721535,5000,25581478,1025581478
MAN1C,1,25614968,25619968,+,1.0652518,5000,25617468,1025617468
RP1-187B23.,1,25656611,25661611,-,-1.5420785,5000,25659111,1025659111
RP1-317E23.6,1,25811473,25816473,+,-3.2201505,5000,25813973,1025813973
RP1-317E23.3,1,25817272,25822272,-,-0.7607187,5000,25819772,1025819772
RP1-317E23.7,1,25829634,25834634,-,-1.7871909,5000,25832134,1025832134
AUNIP,1,25856912,25861912,-,-0.95711595,5000,25859412,1025859412
RP1-125I3.2,1,25857113,25862113,+,-0.95711595,5000,25859613,1025859613
PAQR7,1,25868753,25873753,-,-2.6351879,5000,25871253,1025871253
STMN,1,25903966,25908966,-,-0.35225394,5000,25906466,1025906466
PAFAH2,1,25995657,26000657,-,-1.3721535,5000,25998157,1025998157
EXTL,1,26019280,26024280,+,-1.7871909,5000,26021780,1026021780
SLC30A2,1,26043613,26048613,-,1.2392812,5000,26046113,1026046113
TRIM63,1,26065133,26070133,-,-2.1497612,5000,26067633,1026067633
PDIK1L,1,26109337,26114337,+,-0.43355402,5000,26111837,1026111837
FAM110D,1,26156520,26161520,+,-0.11581374,5000,26159020,1026159020
ZNF593,1,26167371,26172371,+,-1.8416387,5000,26169871,1026169871
RP11-96L14.7,1,26169165,26174165,-,-1.6840974,5000,26171665,1026171665
CNKSR,1,26174903,26179903,+,-1.957116,5000,26177403,1026177403
CATSPER4,1,26188061,26193061,+,-2.3721535,5000,26190561,1026190561
CEP85,1,26231700,26236700,+,-1.6840974,5000,26234200,1026234200
CD52,1,26315457,26320457,+,-2.294151,5000,26317957,1026317957
UBXN,1,26315863,26320863,-,-2.3721535,5000,26318363,1026318363
AIM1L,1,26341585,26346585,-,-3.0826468,5000,26344085,1026344085
ZNF683,1,26370235,26375235,-,-3.0826468,5000,26372735,1026372735
LIN28A,1,26408278,26413278,+,-0.16703907,5000,26410778,1026410778
DHDDS,1,26429855,26434855,+,-0.3923314,5000,26432355,1026432355
RP3-476K8.3,1,26464782,26469782,-,-2.8416388,5000,26467282,1026467282
HMGN2,1,26470019,26475019,+,0.057834353,5000,26472519,1026472519
RPS6KA,1,26527267,26532267,+,-1.0185165,5000,26529767,1026529767
RP5-968P14.2,1,26691631,26696631,-,-0.3923314,5000,26694131,1026694131
ARID1A,1,26693533,26698533,+,0.23928122,5000,26696033,1026696033
PIGV,1,26785495,26790495,+,-1.2566763,5000,26787995,1026787995
ZDHHC18,1,26824210,26829210,+,-1.7347237,5000,26826710,1026826710
SFN,1,26860638,26865638,+,-1.2201505,5000,26863138,1026863138
RP1-50O24.6,1,26873633,26878633,+,-3.2201505,5000,26876133,1026876133
GPN2,1,26887797,26892797,-,-1.4127955,5000,26890297,1026890297
GPATCH3,1,26897966,26902966,-,-1.1845264,5000,26900466,1026900466
NR0B2,1,26911466,26916466,-,-2.7347236,5000,26913966,1026913966
NUDC,1,26919226,26924226,+,-1.3721535,5000,26921726,1026921726
KDF,1,26957906,26962906,-,-1.0502254,5000,26960406,1026960406
TRNP,1,26991207,26996207,+,-0.09913499,5000,26993707,1026993707
FAM46B,1,27010336,27015336,-,-0.16703907,5000,27012836,1027012836
SLC9A,1,27152410,27157410,-,-0.95711595,5000,27154910,1027154910
RP11-40H20.4,1,27231852,27236852,-,-0.98748964,5000,27234352,1027234352
WDTC,1,27232168,27237168,+,-0.98748964,5000,27234668,1027234668
TMEM222,1,27319660,27324660,+,-0.47598928,5000,27322160,1027322160
SYTL,1,27339522,27344522,+,-1.0826468,5000,27342022,1027342022
MAP3K6,1,27364392,27369392,-,-0.86965317,5000,27366892,1027366892
FCN3,1,27372324,27377324,-,-2.8416388,5000,27374824,1027374824
CD164L2,1,27380880,27385880,-,-1.6840974,5000,27383380,1027383380
GPR3,1,27390144,27395144,+,-1.6840974,5000,27392644,1027392644
RP4-752I6.,1,27454698,27459698,+,-1.5420785,5000,27457198,1027457198
WASF2,1,27487658,27492658,-,-1.5420785,5000,27490158,1027490158
RP1-159A19.4,1,27523305,27528305,+,-0.65943545,5000,27525805,1027525805
AHDC,1,27601091,27606091,-,0.027777117,5000,27603591,1027603591
FGR,1,27632777,27637777,-,-0.65943545,5000,27635277,1027635277
RP11-288L9.,1,27660222,27665222,-,-1.7347237,5000,27662722,1027662722
RP11-288L9.4,1,27666968,27671968,+,-1.3326252,5000,27669468,1027669468
IFI6,1,27669718,27674718,-,-1.6351879,5000,27672218,1027672218
FAM76A,1,27723479,27728479,+,-0.11581374,5000,27725979,1027725979
STX12,1,27770683,27775683,+,-2.0185165,5000,27773183,1027773183
RP3-426I6.5,1,27771358,27776358,+,-1.7871909,5000,27773858,1027773858
RP3-426I6.6,1,27817483,27822483,+,-1.4546157,5000,27819983,1027819983
PPP1R8,1,27828278,27833278,+,-1.1497611,5000,27830778,1027830778
THEMIS2,1,27870044,27875044,+,-1.8416387,5000,27872544,1027872544
RPA2,1,27912243,27917243,-,-1.6840974,5000,27914743,1027914743
SMPDL3B,1,27932493,27937493,+,-1.4546157,5000,27934993,1027934993
XKR8,1,27956962,27961962,+,-1.5878822,5000,27959462,1027959462
RP11-460I13.2,1,27957693,27962693,-,-1.4127955,5000,27960193,1027960193
EYA3,1,28086196,28091196,-,-0.787191,5000,28088696,1028088696
PTAFR,1,28174688,28179688,-,-3.0826468,5000,28177188,1028177188
ATPIF,1,28233633,28238633,+,-1.5420785,5000,28236133,1028236133
RP5-1092A3.4,1,28238953,28243953,-,-1.7871909,5000,28241453,1028241453
RP5-1092A3.5,1,28244644,28249644,+,-2.4546156,5000,28247144,1028247144
SESN2,1,28257027,28262027,+,-1.0502254,5000,28259527,1028259527
MED18,1,28326538,28331538,+,-0.73472357,5000,28329038,1028329038
PHACTR4,1,28367103,28372103,+,-0.68409747,5000,28369603,1028369603
RCC,1,28515636,28520636,+,-0.23829775,5000,28518136,1028518136
RP4-669K10.8,1,28541960,28546960,+,-1.8416387,5000,28544460,1028544460
TRNAU1AP,1,28550585,28555585,+,-0.8416388,5000,28553085,1028553085
SNHG12,1,28579334,28584334,-,-0.3923314,5000,28581834,1028581834
RAB42,1,28589700,28594700,+,-1.6351879,5000,28592200,1028592200
TAF12,1,28640505,28645505,-,-0.6113411,5000,28643005,1028643005
RP11-442N24__B.,1,28640728,28645728,+,-0.65943545,5000,28643228,1028643228
RNU,1,28646100,28651100,+,-0.70918846,5000,28648600,1028648600
GMEB,1,28666232,28671232,+,-0.92736864,5000,28668732,1028668732
YTHDF2,1,28734259,28739259,+,-0.43355402,5000,28736759,1028736759
OPRD,1,28809642,28814642,+,-0.35225394,5000,28812142,1028812142
RP1-212P9.2,1,28865075,28870075,+,-2.4546156,5000,28867575,1028867575
RP1-212P9.3,1,28874836,28879836,-,-1.7347237,5000,28877336,1028877336
EPB4,1,28891241,28896241,+,-3.3721535,5000,28893741,1028893741
TMEM200B,1,29121435,29126435,-,1.1089731,5000,29123935,1029123935
RP11-242O24.3,1,29144494,29149494,-,-3.3721535,5000,29146994,1029146994
RP11-242O24.5,1,29149989,29154989,+,-1.957116,5000,29152489,1029152489
SRSF4,1,29179487,29184487,-,-0.7607187,5000,29181987,1029181987
RP11-467D18.2,1,29221433,29226433,+,-2.0826468,5000,29223933,1029223933
MECR,1,29228432,29233432,-,-1.5878822,5000,29230932,1029230932
RP3-437I16.,1,29347614,29352614,-,-4.957116,5000,29350114,1029350114
RP4-656G21.,1,29707047,29712047,-,-1.7347237,5000,29709547,1029709547
RP11-111I12.,1,30035112,30040112,-,-2.5420785,5000,30037612,1030037612
RP5-893G23.,1,30137763,30142763,+,-2.5420785,5000,30140263,1030140263
RP4-591L5.,1,30409138,30414138,-,-2.7347236,5000,30411638,1030411638
RP4-591L5.2,1,30413325,30418325,+,-2.9571161,5000,30415825,1030415825
MATN,1,30721087,30726087,-,-1.8982222,5000,30723587,1030723587
LAPTM5,1,30755320,30760320,-,-2.4546156,5000,30757820,1030757820
RP5-1125N11.,1,30813053,30818053,-,-3.0826468,5000,30815553,1030815553
RP1-65J11.,1,30822175,30827175,+,-1.3721535,5000,30824675,1030824675
RP1-65J11.5,1,30855658,30860658,+,-2.7347236,5000,30858158,1030858158
SDC3,1,30876240,30881240,-,-2.8416388,5000,30878740,1030878740
PUM,1,31063198,31068198,-,-0.6351879,5000,31065698,1031065698
NKAIN,1,31237054,31242054,-,-1.0826468,5000,31239554,1031239554
SNRNP4,1,31294270,31299270,-,-1.3721535,5000,31296770,1031296770
ZCCHC17,1,31294495,31299495,+,-1.3721535,5000,31296995,1031296995
RP11-266K22.2,1,31344299,31349299,-,-2.294151,5000,31346799,1031346799
FABP3,1,31370576,31375576,-,-1.6351879,5000,31373076,1031373076
SERINC2,1,31410616,31415616,+,-0.56479853,5000,31413116,1031413116
LINC01226,1,31515935,31520935,+,-2.9571161,5000,31518435,1031518435
RP11-439L8.5,1,31535544,31540544,+,-2.5420785,5000,31538044,1031538044
RP11-73M7.,1,31573073,31578073,-,-2.6351879,5000,31575573,1031575573
TINAGL,1,31574035,31579035,+,-2.9571161,5000,31576535,1031576535
HCRTR,1,31616540,31621540,+,-0.787191,5000,31619040,1031619040
RP11-73M7.9,1,31642194,31647194,+,-0.8416388,5000,31644694,1031644694
PEF,1,31642387,31647387,-,-0.86965317,5000,31644887,1031644887
RP11-73M7.6,1,31653609,31658609,+,-3.3721535,5000,31656109,1031656109
RP11-84A19.3,1,31786630,31791630,+,-1.0185165,5000,31789130,1031789130
RP11-84A19.2,1,31853068,31858068,-,-2.6351879,5000,31855568,1031855568
RP11-84A19.4,1,31919341,31924341,-,-1.7347237,5000,31921841,1031921841
RP4-534N18.2,1,31930520,31935520,+,-2.3721535,5000,31933020,1031933020
KHDRBS,1,32011329,32016329,+,-0.98748964,5000,32013829,1032013829
TMEM39B,1,32070402,32075402,+,-0.98748964,5000,32072902,1032072902
RP11-277A4.4,1,32070974,32075974,-,-1.0826468,5000,32073474,1032073474
KPNA6,1,32105538,32110538,+,-1.2566763,5000,32108038,1032108038
RP4-622L5.2,1,32168233,32173233,+,-1.294151,5000,32170733,1032170733
TXLNA,1,32177186,32182186,+,-1.1497611,5000,32179686,1032179686
CCDC28B,1,32198133,32203133,+,-0.6113411,5000,32200633,1032200633
IQCC,1,32203161,32208161,+,-0.86965317,5000,32205661,1032205661
RP4-622L5.7,1,32204314,32209314,-,-0.814158,5000,32206814,1032206814
DCDC2B,1,32206596,32211596,+,-2.1497612,5000,32209096,1032209096
TMEM234,1,32219825,32224825,-,-0.73472357,5000,32222325,1032222325
EIF3I,1,32219870,32224870,+,-0.73472357,5000,32222370,1032222370
FAM167B,1,32244733,32249733,+,-1.4127955,5000,32247233,1032247233
HDAC,1,32289586,32294586,+,-1.3721535,5000,32292086,1032292086
MARCKSL,1,32333879,32338879,-,0.027777117,5000,32336379,1032336379
RP4-811H24.9,1,32348163,32353163,-,-0.51971066,5000,32350663,1032350663
TSSK3,1,32359697,32364697,+,-1.1497611,5000,32362197,1032362197
FAM229A,1,32359743,32364743,-,-1.1497611,5000,32362243,1032362243
BSDC,1,32391948,32396948,-,-1.0502254,5000,32394448,1032394448
RP1-27O5.3,1,32462557,32467557,+,-2.0185165,5000,32465057,1032465057
ZBTB8B,1,32462569,32467569,+,-2.0185165,5000,32465069,1032465069
ZBTB8OS,1,32648084,32653084,-,-0.65943545,5000,32650584,1032650584
RBBP4,1,32648648,32653648,+,-0.47598928,5000,32651148,1032651148
SYNC,1,32700619,32705619,-,-0.47598928,5000,32703119,1032703119
RP11-114B7.6,1,32722737,32727737,-,-1.6840974,5000,32725237,1032725237
KIAA1522,1,32763167,32768167,+,-1.7871909,5000,32765667,1032765667
S100PBP,1,32815055,32820055,+,-0.35225394,5000,32817555,1032817555
YARS,1,32815653,32820653,-,-0.33262512,5000,32818153,1032818153
FNDC5,1,32868313,32873313,-,-0.23829775,5000,32870813,1032870813
HPCA,1,32883935,32888935,+,-0.814158,5000,32886435,1032886435
TMEM54,1,32898858,32903858,-,-0.11581374,5000,32901358,1032901358
RP1-117O3.2,1,32984575,32989575,+,-2.0826468,5000,32987075,1032987075
AK2,1,33034492,33039492,-,-1.294151,5000,33036992,1033036992
AZIN2,1,33078667,33083667,+,-1.3721535,5000,33081167,1033081167
RP11-131M11.2,1,33140730,33145730,-,-2.4546156,5000,33143230,1033143230
RP11-131M11.3,1,33160351,33165351,+,-1.8416387,5000,33162851,1033162851
TRIM62,1,33179166,33184166,-,-1.7871909,5000,33181666,1033181666
ZNF362,1,33254073,33259073,+,-0.58788216,5000,33256573,1033256573
RP11-415J8.7,1,33258712,33263712,+,-2.8416388,5000,33261212,1033261212
RP11-415J8.3,1,33304871,33309871,+,-2.0185165,5000,33307371,1033307371
A3GALT2,1,33318598,33323598,-,-3.3721535,5000,33321098,1033321098
RP11-415J8.5,1,33347852,33352852,+,0.07263135,5000,33350352,1033350352
HMGB4,1,33857975,33862975,+,-3.9571161,5000,33860475,1033860475
C1orf94,1,34164383,34169383,+,-0.787191,5000,34166883,1034166883
GJB5,1,34752547,34757547,+,-3.5420787,5000,34755047,1034755047
GJB4,1,34757241,34762241,+,-3.3721535,5000,34759741,1034759741
GJB3,1,34779778,34784778,+,-1.1497611,5000,34782278,1034782278
RP1-34M23.5,1,34785597,34790597,-,-2.3721535,5000,34788097,1034788097
GJA4,1,34790498,34795498,+,-1.7347237,5000,34792998,1034792998
RP5-997D16.2,1,34848194,34853194,+,-1.7871909,5000,34850694,1034850694
SMIM12,1,34857235,34862235,-,-1.5878822,5000,34859735,1034859735
